node_id,node_attr
964,"""Star of Hope Baptist Church offers a food pantry which serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of assistance.This program provides: - Food to meet basic nutritional needs"""
965,"""Tuesday from 11:00 to 13:00"""
966,Food Distribution (Kitchen Of Love)
967,40.0813989
968,Waitlist
969,"""Food Distribution (Kitchen Of Love)_5067420438626304"""
970,"""Food Distribution (Kitchen Of Love)"""
971,"""8500 Pickering Avenue, Philadelphia, PA 19150"""
972,AB-Food Distribution (Kitchen Of Love)
973,P-Food Distribution (Kitchen Of Love)
974,"""tel:+1-215-868-4092"""
975,"""Kitchen of Love provides Food Distribution to Philadelphia residents in need. Every Thursday canned foods and meat are distributed and every Friday fresh fruits and vegetables are distributed.This program provides:- Food pantryCurrently, they have a waiting list of more than 100 residents, but as they begin to expand, they will begin to pull more residents from the waiting list."""
976,"""Thursday from 09:00 to 11:00"""
977,"""Friday from 09:00 to 11:00"""
978,"""Must reside in Philadelphia, PA."""
979,Senior Box Program (The Share Food Program)
980,40.0061156
981,FoodDelivery
982,LimitedMobility
983,Seniors
984,AllDisabilities
985,"""19129"""
986,"""https://www.facebook.com/SHAREFood/"""
987,"""https://www.twitter.com/@sharefoodphilly"""
988,"""Senior Box Program (The Share Food Program)_6572776299298816"""
989,"""Senior Box Program (The Share Food Program)"""
990,"""This program covers residents of the following counties: Chester County, PA, Montgomery County, PA and Philadelphia County, PA."""
991,"""2901 W Hunting Park Ave, Philadelphia, PA 19129"""
992,AB-Senior Box Program (The Share Food Program)
993,P-Senior Box Program (The Share Food Program)
994,19129
995,"""tel:+1-215-223-2220"""
996,"""The Share Food Program's Senior Box Program (CSFP) provides food to qualifying seniors. Food boxes can be picked up at a distribution site or delivered to home-bound individuals in need.This program provides:- Food to meet basic nutritional needs.This program operates on a waitlist, please fill out the form on their website."""
997,"""Thursday from 06:00 to 18:00"""
998,"""Tuesday from 06:00 to 18:00"""
999,"""Friday from 06:00 to 18:00"""
1000,"""Saturday from 08:30 to 16:30"""
1001,"""Wednesday from 06:00 to 18:00"""
1002,"""This program helps people with income at or below 130% of federal poverty guidelines.', 'This program helps people who are older than 59 years old."""
1003,Food Bank (Greater Philadelphia Asian Social Service Center)
1004,40.0269311
1005,Adults18
1006,"""Food Bank (Greater Philadelphia Asian Social Service Center)_4793681864032256"""
1007,"""Food Bank (Greater Philadelphia Asian Social Service Center)"""
1008,"""4943 North 5th Street, Philadelphia, PA 19120"""
1009,AB-Food Bank (Greater Philadelphia Asian Social Service Center)
1010,P-Food Bank (Greater Philadelphia Asian Social Service Center)
1011,"""tel:+1-215-456-1662"""
1012,"""Greater Philadelphia Asian Social Service Center (GPASS) offers a food pantry site that distributes free food to residents in the Olney/Logan area and its neighboring communities.  Recipients must apply and meet eligibility requirements to receive food from the Food Program and Senior Food Box.  We do not discriminate against anyone because of sex, age, religion, ethnic or racial background, nationality, and/or physical appearance.  GPASS has the right to deny services without discrimination to an individual.This program provides:- Food to meet nutritional needsRecipients must apply and meet eligibility requirements to receive food from the Food Program. GPASS does not discriminate against anyone because of sex, age, religion, ethnic or racial background, nationality, and/or physical appearance.  GPASS has the right to deny services without discrimination to an individual.Supplies are limited, which determines the availability of these services. Clients are permitted to visit the Food Bank once per month."""
1013,"""Tuesday from 13:30 to 15:30"""
1014,"""Must meet Federal Income Guidelines.', 'This program helps people who are older than 17 years old.', 'Must bring TWO BAGS to carry goods at Food Bank. If two bags are not brought, participant may not receive food."""
1015,"Food Distribution (North10, Philadelphia)"
1016,40.0116671
1017,"""https://www.facebook.com/lenfest.ctr/"""
1018,"""Food Distribution (North10, Philadelphia)_5743477776973824"""
1019,"""Food Distribution (North10, Philadelphia)"""
1020,"""3890 North 10th Street, Philadelphia, PA 19140"""
1021,"AB-Food Distribution (North10, Philadelphia)"
1022,"P-Food Distribution (North10, Philadelphia)"
1023,"""tel:+1-267-908-9000"""
1024,"""North10, Philadelphia's Community Market provides a food pantry consisting of quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet nutritional needsPlease call before visiting since registration may be required at times."""
1025,"""Tuesday from 10:00 to 14:00"""
1026,"""Thursday from 13:00 to 15:00"""
1027,"""Tuesday from 13:00 to 15:00"""
1028,Food Bank (Eastwick United Methodist Church)
1029,39.8981827
1030,"""Food Bank (Eastwick United Methodist Church)_5883670159425536"""
1031,"""Food Bank (Eastwick United Methodist Church)"""
1032,"""8325 Lindbergh Boulevard, Philadelphia, PA 19153"""
1033,AB-Food Bank (Eastwick United Methodist Church)
1034,P-Food Bank (Eastwick United Methodist Church)
1035,"""tel:+1-215-365-6352"""
1036,"""Our food bank is a three-day per week ministry serving Southwest Philadelphia and some parts of Delaware County with food and clothing distribution. It has an added component of Bible Study for those who wish to participate and serves as an evangelistic outreach witness for the church.Services provided:- Food to meet basic nutritional needs- Clothing distribution"""
1037,Food Pantry (St. Barbara's Roman Catholic Church)
1038,39.9878915
1039,"""19131"""
1040,"""https://www.twitter.com/@SaintBarbPhilly"""
1041,"""https://www.facebook.com/profile.php?id=100083359778002"""
1042,"""Food Pantry (St. Barbara's Roman Catholic Church)_4851628329664512"""
1043,"""Food Pantry (St. Barbara's Roman Catholic Church)"""
1044,"""5359 Lebanon Avenue, Philadelphia, PA 19131"""
1045,AB-Food Pantry (St. Barbara's Roman Catholic Church)
1046,P-Food Pantry (St. Barbara's Roman Catholic Church)
1047,19131
1048,"""tel:+1-215-473-1044"""
1049,"""Tuesday from 11:00 to 12:30"""
1050,Farm to Families (St. Christopher's Foundation for Children)
1051,39.9595901
1052,BenefitRecipients
1053,ReducedCost
1054,"""https://www.twitter.com/@FarmtoFamilies"""
1055,"""https://www.facebook.com/FarmtoFamilies/"""
1056,"""Farm to Families (St. Christopher's Foundation for Children)_5397808157032448"""
1057,"""Farm to Families (St. Christopher's Foundation for Children)"""
1058,AB-Farm to Families (St. Christopher's Foundation for Children)
1059,P-Farm to Families (St. Christopher's Foundation for Children)
1060,"""tel:+1-484-734-0189"""
1061,"""tel:+1-215-769-1100"""
1062,"""Each week, Farm to Families supplies North Philadelphia families with boxes of wholesome fresh produce or fruit at a reduced cost. Boxes are packed with delicious seasonal fruits and vegetables, often valued at double the price. Additional fresh items including local eggs, meat, and seafood are also offered at affordable prices.This program provides:- Food to meet basic nutritional needsFarm to Families also provides food and nutrition education, including food budgeting and shopping tips, basic food preparation and cooking skills, and demonstrations and taste tests, aligned with the weekly boxes.Orders are taken one week in advance. SNAP benefits are all accepted for payment. Farm to Families is open to all with no income restrictions."""
1063,"""Friday from 09:50 to 18:50"""
1064,"""Thursday from 11:00 to 15:00"""
1065,"""Tuesday from 09:50 to 18:50"""
1066,"""Wednesday from 09:50 to 18:50"""
1067,"""Monday from 09:50 to 18:50"""
1068,"""Thursday from 09:50 to 18:50"""
1069,"""Must be eligible for SNAP benefits."""
1070,Mobile Food Pantry (Poor People's Economic Human Rights Campaign)
1071,40.0018587
1072,Covid19
1073,"""https://www.twitter.com/@PPEHRCorg"""
1074,"""https://www.facebook.com/groups/1093846127618163/"""
1075,"""Mobile Food Pantry (Poor People's Economic Human Rights Campaign)_6560445123788800"""
1076,"""Mobile Food Pantry (Poor People's Economic Human Rights Campaign)"""
1077,"""1505 W Allegheny Ave, Philadelphia, PA 19132"""
1078,AB-Mobile Food Pantry (Poor People's Economic Human Rights Campaign)
1079,P-Mobile Food Pantry (Poor People's Economic Human Rights Campaign)
1080,"""tel:+1-215-869-4753"""
1081,"""Poor People's Economic Human Rights Campaign strives to alleviate hunger in food insecure communities by providing food assistance to individuals and families in need, This program provides:- Food to meet basic nutritional needs"""
1082,Food Pantry (Church Of New Hope And Faith)
1083,39.9650238
1084,"""https://www.facebook.com/churchofnewhopeandfaith"""
1085,"""Food Pantry (Church Of New Hope And Faith)_5393961702391808"""
1086,"""Food Pantry (Church Of New Hope And Faith)"""
1087,"""This program covers residents of the following postal codes: 19104."""
1088,"""661 North 39th Street, Philadelphia, PA 19104"""
1089,AB-Food Pantry (Church Of New Hope And Faith)
1090,P-Food Pantry (Church Of New Hope And Faith)
1091,"""tel:+1-215-222-7672"""
1092,"""The Food Pantry serves everyone from low income families, single parents, senior citizens, unemployed individuals, disabled veterans, working poor, and anyone else in need of our assistance.This program provides:- Food to meet basic nutritional needsYou must have a referral and make an appointment to access the food pantry. Please contact WhyHunger at 800-548-6479 for the referral."""
1093,"""Wednesday from 09:30 to 15:30"""
1094,"""Friday from 09:30 to 15:30"""
1095,"""Monday from 09:30 to 15:30"""
1096,"""Must reside in 19104 zip code."""
1097,Emergency Disaster Services (Salvation Army Eastern Pennsylvania and Delaware)
1098,39.9672863
1099,NaturalDisasterSurvivors
1100,DisasterResponse
1101,Emergency
1102,"""https://www.twitter.com/@SalArmyEDS"""
1103,"""https://www.facebook.com/SalArmyEDS"""
1104,"""Emergency Disaster Services (Salvation Army Eastern Pennsylvania and Delaware)_5161629360586752"""
1105,"""Emergency Disaster Services (Salvation Army Eastern Pennsylvania and Delaware)"""
1106,"""This program covers residents of the following counties: Adams County, PA, Berks County, PA, Bradford County, PA, Bucks County, PA, Carbon County, PA, Centre County, PA, Chester County, PA, Clinton County, PA, Columbia County, PA, Cumberland County, PA, Dauphin County, PA, Delaware County, PA, Franklin County, PA, Juniata County, PA, Lackawanna County, PA, Lancaster County, PA, Lebanon County, PA, Lehigh County, PA, Luzerne County, PA, Lycoming County, PA, Mifflin County, PA, Monroe County, PA, Montgomery County, PA, Montour County, PA, Northampton County, PA, Northumberland County, PA, Perry County, PA, Philadelphia County, PA, Pike County, PA, Potter County, PA, Schuylkill County, PA, Snyder County, PA, Sullivan County, PA, Susquehanna County, PA, Tioga County, PA, Union County, PA, Wayne County, PA, Wyoming County, PA and York County, PA."""
1107,"""701 North Broad Street, Philadelphia, PA 19123"""
1108,AB-Emergency Disaster Services (Salvation Army Eastern Pennsylvania and Delaware)
1109,P-Emergency Disaster Services (Salvation Army Eastern Pennsylvania and Delaware)
1110,"""tel:+1-215-825-4631"""
1111,"""When disaster strikes, The Salvation Army is oftenAMong the first on the scene. In disaster relief operation, The Salvation Army's first aim is to meet the basic needs of those affected _ both survivors and first responders.This program provides:- Food- Disaster shelter- Financial assistance- Spiritual care- Emotional carePlease call this provider for more information."""
1112,Food Pantry (Parkside Association of Philadelphia)
1113,39.9796583
1114,"""Food Pantry (Parkside Association of Philadelphia)_6699696089858048"""
1115,"""Food Pantry (Parkside Association of Philadelphia)"""
1116,"""5070 Parkside Avenue, Philadelphia, PA 19131"""
1117,AB-Food Pantry (Parkside Association of Philadelphia)
1118,P-Food Pantry (Parkside Association of Philadelphia)
1119,"""tel:+1-215-877-1198"""
1120,"""Parkside Association of Philadelphia hosts a food pantry within their office for anyone in need throughout the community to visit. This program provides:- Food to meet basic nutritional needs"""
1121,"""Friday from 08:30 to 13:00"""
1122,"""Monday from 08:30 to 16:00"""
1123,"""Tuesday from 08:30 to 16:00"""
1124,"""Wednesday from 08:30 to 16:00"""
1125,"""Thursday from 08:30 to 16:00"""
1126,Food Pantry (Philadelphia Episcopal Cathedral)
1127,39.9524775
1128,"""https://www.facebook.com/philadelphiaepiscopalcathedral/"""
1129,"""Food Pantry (Philadelphia Episcopal Cathedral)_6313144792907776"""
1130,"""Food Pantry (Philadelphia Episcopal Cathedral)"""
1131,"""19 South 38th Street, Philadelphia, PA 19104"""
1132,AB-Food Pantry (Philadelphia Episcopal Cathedral)
1133,P-Food Pantry (Philadelphia Episcopal Cathedral)
1134,"""tel:+1-215-386-0234"""
1135,"""""""The food pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and familiesThis program provides:- Food to meet basic nutritional needs"""""""
1136,"""Monday from 09:30 to 11:00"""
1137,St. Mark's Food Cupboard (Saint Mark's Church)
1138,39.9489257
1139,"""https://www.twitter.com/@saintmarksphila"""
1140,"""https://www.facebook.com/saintmarkschurch"""
1141,"""St. Mark's Food Cupboard (Saint Mark's Church)_6094953357770752"""
1142,"""St. Mark's Food Cupboard (Saint Mark's Church)"""
1143,"""1625 Locust Street, Philadelphia, PA 19103"""
1144,AB-St. Mark's Food Cupboard (Saint Mark's Church)
1145,P-St. Mark's Food Cupboard (Saint Mark's Church)
1146,"""tel:+1-215-735-1416"""
1147,"""""""The Food Cupboard provides various services to families and individuals in the communityThis program provides:- Supplemental food assistance, largely shelf-stable items- Household and personal care itemsOther services include:- Referrals to various other social service agencies, as neededThe Food Cupboard operates from Tuesday to Friday from 9:30 a.m. to 11:00 a.mThe Food Cupboard is closed Thanksgiving Day and the Friday afterwards, as well as the week between Christmas and New Year's, and the last full week of July."""""""
1148,"""Friday from 09:30 to 11:00"""
1149,"""Wednesday from 09:30 to 11:00"""
1150,"""Tuesday from 09:30 to 11:00"""
1151,"""Thursday from 09:30 to 11:00"""
1152,"""This program helps people with income at or below 185% of federal poverty guidelines.', 'This program only serves residents of the state of Pennsylvania.,"""
1153,Homeless Shelter (Stenton Family Manor)
1154,40.0559837
1155,40.0563961
1156,"""19119"""
1157,"""https://www.facebook.com/StentonFamilyManor"""
1158,"""Homeless Shelter (Stenton Family Manor)_5186727883833344"""
1159,"""Homeless Shelter (Stenton Family Manor)"""
1160,"""1300 East Tulpehocken Street,  Philadelphia,  PA  19138"""
1161,"""1300 East Tulpehocken Street, Philadelphia, PA 19138"""
1162,AB-Homeless Shelter (Stenton Family Manor)
1163,P-Homeless Shelter (Stenton Family Manor)
1164,19119
1165,"""tel:+1-215-685-2800"""
1166,"""Stenton Family Manor offers a homeless shelter to those in need of a place to stay.This program provides:- Temporary shelter Intake process is done at the Apple Tree Family Center."""
1167,"""For homeless individuals residing in the Philadelphia, PA area."""
1168,Food Pantry (Rock Ministries of Philadelphia)
1169,39.9907975
1170,AlcoholDependency
1171,AddictionAndRecovery
1172,SubstanceDependency
1173,"""https://www.facebook.com/therockministry"""
1174,"""Food Pantry (Rock Ministries of Philadelphia)_5640139036164096"""
1175,"""Food Pantry (Rock Ministries of Philadelphia)"""
1176,"""2755 Kensington Avenue, Philadelphia, PA 19134"""
1177,AB-Food Pantry (Rock Ministries of Philadelphia)
1178,P-Food Pantry (Rock Ministries of Philadelphia)
1179,"""tel:+1-215-739-3927"""
1180,"""Rock Ministries of Philadelphia offers their food pantry and community outreach services to supply food, clothing, and resources to all people in need.This program provides:- Food distribution- Clothing- Help finding treatment options, such as detox- Help finding shelter- Faith based supportAnyone in need of emergency food or clothing can call to request assistance. Those in need of non-emergency food or clothing can visit the church after service on Sunday to sign up. After signing up, individuals can pick up the items on the following Wednesday."""
1181,"""Sunday from 11:00 to 13:00"""
1182,Youth Services (Covenant House Pennsylvania)
1183,40.0356453
1184,40.0356379
1185,HumanTraffickingSurvivors
1186,Children
1187,AdvocacyAndLegalAid
1188,Runaways
1189,ShortTermHousing
1190,ResidentialHousing
1191,"""https://www.twitter.com/@CovenantHousePA"""
1192,"""https://www.facebook.com/CovenantHousePA"""
1193,"""Youth Services (Covenant House Pennsylvania)_4909220273061888"""
1194,"""Youth Services (Covenant House Pennsylvania)"""
1195,"""31 East Armat St. , Philadelphia, PA 19144"""
1196,"""31 East Armat St., Philadelphia, PA 19144"""
1197,AB-Youth Services (Covenant House Pennsylvania)
1198,P-Youth Services (Covenant House Pennsylvania)
1199,"""tel:+1-888-829-1249"""
1200,"""Covenant House Pennsylvania offers shelter and supportive services to young people experiencing homelessness. They aim to help homeless young people become healthy, happy, responsible, productive, and ultimately independent adults.This program provides:- A safe, secure environment- Immediate and transitional housing- Rapid rehousing- Meals and food- Case Management- Spiritual Support- Counseling- Physical health, mental health, and drug and alcohol services- Saving and budgeting- Continuing education- Support for LGBTQ individuals- Job readinessThe Crisis Center is open 24 hours per day, seven days per week. There are no shelter fees, however, those staying at the shelter must deposit 75% of their income during their stay. All money is returned upon leaving the shelter. Covenant House is a drug and weapon-free program."""
1201,"""This program helps people who are younger than 21 years old"""
1202,Community Support Services (Better Living Center)
1203,39.8383841
1204,UnderstandMentalHealth
1205,DayCamp
1206,AfterSchoolCare
1207,CriminalJusticeHistory
1208,CommunitySupportServices
1209,"""19013"""
1210,"""Community Support Services (Better Living Center)_5385341432496128"""
1211,"""Community Support Services (Better Living Center)"""
1212,"""This program covers residents of the following counties: Chester County, PA and Delaware County, PA."""
1213,"""1917 W 6th St, Chester, PA 19013"""
1214,AB-Community Support Services (Better Living Center)
1215,P-Community Support Services (Better Living Center)
1216,19013
1217,"""tel:+1-610-497-1082"""
1218,"""The Better Living Center is dedicated to providing resources and information to empower the residents of Chester and Delaware County to improve their lives.This program provides:- An Emergency Food Pantry- Free Computer and Internet Access- After-School Programs- YMCA Summer Camp in partnership with the Rocky Run YMCA- Job Training, Career Development and Employment Searches- Healthy Lifestyle, Healthcare and Mental Health Information"""
1219,Food Distribution (Kingdom Life Christian Center)
1220,40.0277668
1221,"""https://www.facebook.com/Kingdom-Life-Christian-Center-NE-148467495247846/"""
1222,"""Food Distribution (Kingdom Life Christian Center)_6213025361821696"""
1223,"""Food Distribution (Kingdom Life Christian Center)"""
1224,"""6325 Frankford Avenue, Philadelphia, PA 19135"""
1225,AB-Food Distribution (Kingdom Life Christian Center)
1226,P-Food Distribution (Kingdom Life Christian Center)
1227,"""tel:+1-267-343-5183"""
1228,"""Kingdom Life Christian Center provides food assistance to anyone in the community. We also provide diapers and formula, available while supplies last.This program provides:- Food to meet basic nutritional requirements Check website to see when the food distribution is offered as the times and dates are subject to change."""
1229,Food Cupboard (Berean Presbyterian Church)
1230,39.9848773
1231,BasicLiteracy
1232,"""19122"""
1233,"""Food Cupboard (Berean Presbyterian Church)_5849502340612096"""
1234,"""Food Cupboard (Berean Presbyterian Church)"""
1235,"""2101 North Broad Street, Philadelphia, PA 19122"""
1236,AB-Food Cupboard (Berean Presbyterian Church)
1237,P-Food Cupboard (Berean Presbyterian Church)
1238,19122
1239,"""tel:+1-605-472-5636"""
1240,"""Friday from 11:00 to 13:00"""
1241,Food Pantry (Saint Ignatius of Loyola)
1242,39.9639321
1243,"""https://www.facebook.com/SaintIgnatiusWestPhilly"""
1244,"""Food Pantry (Saint Ignatius of Loyola)_4869860969676800"""
1245,"""Food Pantry (Saint Ignatius of Loyola)"""
1246,"""636 North 43rd Street, Philadelphia, PA 19104"""
1247,AB-Food Pantry (Saint Ignatius of Loyola)
1248,P-Food Pantry (Saint Ignatius of Loyola)
1249,"""tel:+1-215-386-5065"""
1250,"""St Ignatius of Loyola addresses the needs of low-income individuals and households that lack a reliable access to affordable, nutritious food and may experience hunger on a regular basis.This program provides:- Nutritious foods Individuals are able to apply for services at the location, and receive a bag of groceries once a month. You may sign up for an additional Senior Box for those who are 55 and up on the 3rd Tuesday of the month. Please call to confirm hours of operation."""
1251,"""Must live in 19104 zip code to receive services"""
1252,Green Light Pantry (Drueding Center)
1253,39.9726314
1254,"""https://www.facebook.com/druedingcenter/"""
1255,"""Green Light Pantry (Drueding Center)_5440222347657216"""
1256,"""Green Light Pantry (Drueding Center)"""
1257,"""413 Master Street, Philadelphia, PA 19122"""
1258,AB-Green Light Pantry (Drueding Center)
1259,P-Green Light Pantry (Drueding Center)
1260,"""tel:+1-215-787-3294"""
1261,"""Green Light Pantry provides nutritious and wholesome food to Drueding Center families, graduates, staff and the local community. The pantry operates a \""choice-model\"" program that allows clients to â€śshopâ€ť for fresh produce, whole grain pasta and cereals, dairy, and lean proteins.This program provides:- Food to meet basic nutritional needs- Nutrition educationPlease call ahead to ask about food availability and to be added to the waitlist.The Green Light Pantry also offers cooking and nutrition classes. Since the start of the pandemic, they've had to adapt their programs to keep everyone safe by distributing pre-packaged food bags and offering virtual cooking classes."""
1262,"""Thursday from 15:00 to 17:00"""
1263,Food Pantry (Somerton Interfaith Food Bank)
1264,40.122485
1265,"""Food Pantry (Somerton Interfaith Food Bank)_6641549530365952"""
1266,"""Food Pantry (Somerton Interfaith Food Bank)"""
1267,"""This program covers residents of the following postal codes: 19006, 19020, 19053, 19114, 19115, 19116, 19136, 19152 and 19154."""
1268,"""510 Somerton Avenue, Philadelphia, PA 19116"""
1269,AB-Food Pantry (Somerton Interfaith Food Bank)
1270,P-Food Pantry (Somerton Interfaith Food Bank)
1271,"""tel:+1-215-673-1117"""
1272,"""The Somerton Interfaith Food Pantry provides assistance to families and individuals who have limited or no income, who simply have fallen on hard times or recently unemployed and need assistance to make ends meet.This program provides:  - Food to meet basic nutritional needs"""
1273,"""Wednesday from 09:30 to 12:00"""
1274,"""Monday from 09:30 to 12:00"""
1275,"""We serve anyone in need."""
1276,Food Distribution (Circle of Hope)
1277,40.0415456
1278,39.9227241
1279,"""19145"""
1280,"""https://www.facebook.com/CircleofHopePhillyRegion/"""
1281,"""https://www.twitter.com/@CircleofHopeNet"""
1282,"""Food Distribution (Circle of Hope)_6326304658030592"""
1283,"""Food Distribution (Circle of Hope)"""
1284,"""This program covers residents of the following counties: Camden County, NJ and Philadelphia County, PA."""
1285,"""29 West Tulpehocken Street, Philadelphia, PA 19144"""
1286,"""2212 South Broad Street, Philadelphia, PA 19145"""
1287,AB-Food Distribution (Circle of Hope)
1288,P-Food Distribution (Circle of Hope)
1289,19145
1290,"""tel:+1-856-320-8230"""
1291,"""Circle of Hope offers food distribution through mutual aid, based on what is currently available.This program provides: - Food distributionPlease note that while those in need can generally call to be added to the waitlist, the list is past capacity and Circle of Hope is not currently accepting new requests for food."""
1292,"""Those program serves those in Philadelphia and South Jersey."""
1293,Food Bag Distribution (Bethel Presbyterian Church)
1294,39.99029
1295,"""https://www.facebook.com/Bethelscommunitymission"""
1296,"""Food Bag Distribution (Bethel Presbyterian Church)_5084256156778496"""
1297,"""Food Bag Distribution (Bethel Presbyterian Church)"""
1298,"""1900 West York Street, Philadelphia, PA 19132"""
1299,AB-Food Bag Distribution (Bethel Presbyterian Church)
1300,P-Food Bag Distribution (Bethel Presbyterian Church)
1301,"""tel:+1-215-228-0328"""
1302,"""Bethel Presbyterian Church offers a weekly Food Bag Distribution to support people in the community who are in need of food, clothing and other resources.Services include:- Food to meet basic nutritional needs- ClothingFood bags will be distributed on Thursdays from 12 - 2pm."""
1303,"""Thursday from 12:00 to 14:00"""
1304,Free Food for the People (The West Philly Bunny Hop)
1305,39.9420674
1306,"""19050"""
1307,"""https://www.facebook.com/bunnyhopphl/"""
1308,"""Free Food for the People (The West Philly Bunny Hop)_6566876511207424"""
1309,"""Free Food for the People (The West Philly Bunny Hop)"""
1310,"""6250 Baltimore Avenue West Philadelphia Philadelphia Lower Merion Township, PA 19050"""
1311,AB-Free Food for the People (The West Philly Bunny Hop)
1312,P-Free Food for the People (The West Philly Bunny Hop)
1313,19050
1314,"""tel:+1-484-238-0437"""
1315,"""The West Philly Bunny Hop distributes food to anyone in need at walk-up sites in Philadelphia. This program provides:- Food to meet basic nutritional needs Walk-up sites are first come, first serve."""
1316,Food Pantry (Turning Points for Children)
1317,39.9215039
1318,"""https://www.facebook.com/TurningPointsforChildren"""
1319,"""https://www.twitter.com/@TP4C"""
1320,"""Food Pantry (Turning Points for Children)_6317383527694336"""
1321,"""Food Pantry (Turning Points for Children)"""
1322,"""6601 Elmwood Avenue, Philadelphia, PA 19142"""
1323,AB-Food Pantry (Turning Points for Children)
1324,P-Food Pantry (Turning Points for Children)
1325,"""tel:+1-833-926-2331"""
1326,"""Food and Wellness Network (FAWN) food pantry serves children, adults or senior citizens with limited or no income, who simply have fallen on hard times or recently unemployed and need assistance to make ends meet. Services provided to our community include:- Food to meet basic nutritional needs"""
1327,Food for Hope Pantry (Memorial Presbyterian Church of Fox Chase)
1328,40.0748272
1329,"""19111"""
1330,"""https://www.facebook.com/FoxChaseChurch/"""
1331,"""Food for Hope Pantry (Memorial Presbyterian Church of Fox Chase)_5650726659162112"""
1332,"""Food for Hope Pantry (Memorial Presbyterian Church of Fox Chase)"""
1333,"""7902 Oxford Avenue, Philadelphia, PA 19111"""
1334,AB-Food for Hope Pantry (Memorial Presbyterian Church of Fox Chase)
1335,P-Food for Hope Pantry (Memorial Presbyterian Church of Fox Chase)
1336,19111
1337,"""tel:+1-215-745-2844"""
1338,"""The food pantry provides quality food items to households experiencing food insecurity for individuals and families in Fox Chase and surrounding neighborhoods. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsThis program operates on the Second and Fourth Saturdays of each month."""
1339,"""Saturday from 09:00 to 12:00"""
1340,"""This program serves individuals and families in Fox Chase and surrounding neighborhoods."""
1341,Food Pantry (Wayland Temple Baptist Church)
1342,39.9807486
1343,"""Food Pantry (Wayland Temple Baptist Church)_6384397462011904"""
1344,"""Food Pantry (Wayland Temple Baptist Church)"""
1345,"""2500 Cecil B. Moore Avenue, Philadelphia, PA 19121"""
1346,AB-Food Pantry (Wayland Temple Baptist Church)
1347,P-Food Pantry (Wayland Temple Baptist Church)
1348,"""tel:+1-215-769-0243"""
1349,"""Wayland Temple Baptist Church provides supplemental groceries to individuals and families in need of assistance in the community.This program provides:- Food to meet basic nutritional needsFood is distributed on the 1st and 3rd Saturday of the month from 8:30 a.m. - 1:00 p.m. Please reach out by phone for more information on eligibility and distribution."""
1350,"""Saturday from 08:30 to 13:00"""
1351,Food Pantry (Salvation Army Philadelphia Roxborough Corps)
1352,"""https://www.facebook.com/TheSalvationArmyRoxboroughCitadelCorps"""
1353,"""Food Pantry (Salvation Army Philadelphia Roxborough Corps)_5804129660960768"""
1354,"""Food Pantry (Salvation Army Philadelphia Roxborough Corps)"""
1355,AB-Food Pantry (Salvation Army Philadelphia Roxborough Corps)
1356,P-Food Pantry (Salvation Army Philadelphia Roxborough Corps)
1357,"""tel:+1-215-483-4120"""
1358,"""The Salvation Army Philadelphia Roxborough Corps provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needsPlease call to schedule an appointment for a food pick-up."""
1359,"""Sunday from 09:00 to 12:30"",""Monday from 09:00 to 14:00"""
1360,"""Thursday from 09:00 to 14:00"""
1361,Food Cupboard (Second Antioch Baptist Church)
1362,39.9707166
1363,"""https://www.facebook.com/secondantioch/"""
1364,"""Food Cupboard (Second Antioch Baptist Church)_5647600033464320"""
1365,"""Food Cupboard (Second Antioch Baptist Church)"""
1366,"""912 North 41st Street, Philadelphia, PA 19104"""
1367,AB-Food Cupboard (Second Antioch Baptist Church)
1368,P-Food Cupboard (Second Antioch Baptist Church)
1369,"""tel:+1-215-387-6774"""
1370,"""The Second Antioch Baptist Church's Food Cupboard helps alleviate hunger in the community. This program provides:- Food to meet basic nutritional needsThe pantry is available weekly on Wednesdays 12 p.m. - 2 p.m. and Saturdays 9 a.m. - 11 a.m. Organic foods are available Mondays 11 a.m. - 12 p.m."""
1371,"""Wednesday from 12:00 to 14:00"""
1372,"""Monday from 11:30 to 12:00"""
1373,"""Saturday from 06:00 to 08:00"""
1374,2 Fish 5 Loaves (Upper Room Baptist Church)
1375,40.064768
1376,"""https://www.facebook.com/groups/2460515280695286/"""
1377,"""2 Fish 5 Loaves (Upper Room Baptist Church)_6666371970760704"""
1378,"""2 Fish 5 Loaves (Upper Room Baptist Church)"""
1379,"""7236 Ogontz Avenue, Philadelphia, PA 19138"""
1380,AB-2 Fish 5 Loaves (Upper Room Baptist Church)
1381,P-2 Fish 5 Loaves (Upper Room Baptist Church)
1382,"""tel:+1-267-593-4989"""
1383,"""The Room hosts a free food pantry to serve the members of the community fight hunger. This program provides:- Food to meet basic nutritional needs"""
1384,"""Tuesday from 08:30 to 10:30"""
1385,"""Friday from 08:30 to 10:30"""
1386,"""Wednesday from 08:30 to 10:30"""
1387,Food Assistance and Relief (Jewish Relief Agency)
1388,40.0913701
1389,BabySupplies
1390,Hebrew
1391,"""19154"""
