Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Google_Rating,Service
Pediatrics (Esperanza Health Center),https://www.auntbertha.com//esperanza-health-center--philadelphia-pa--pediatrics/5402503573143552?postal=19131,"['nutrition education', 'medical care', 'primary care', 'hearing tests', 'exercise & fitness', 'prevent & treat', 'vaccinations', 'mental health care', 'navigating the system']",,"['teens', 'children', 'school-aged children', 'preschoolers', 'toddlers', 'infants <1', 'individuals', 'families', 'benefit recipients', 'low-income']",215-302-3600,https://esperanzahealth.com/services/pediatrics/,"2940 North 5th Street, Philadelphia, PA 19133","https://www.google.com/maps/?q=2940+North+5th+Street,+Philadelphia,+PA+19133/","['This program helps people who are 0 to 18 years old.', 'Must meet our income guidelines for sliding scale fees.']",available,"Esperanza Health Center's Pediatrics Program provides primary care services for children from birth through age 18. Care for children is provided by an excellent team including pediatric and family nurse practitioners, physician assistants, family doctors, and pediatricians.This program provides:- Well Child Visits- Immunizations- Behavioral health consultation - Fitness activities (Hunting Park site) - Social services support - Nutrition counseling- School and Sports PhysicalsEsperanza Health Center accepts Medicaid and Medicare. If you are not eligible for insurance coverage, you may still become an Esperanza patient and apply for discounted care through our Uninsured Patient Program. Under this program, your fee may be anywhere from $20 to $60 for a medical or dental visit. This sliding scale fee is based on your income and family size.Patients of Esperanza Health Center will not be denied access to services due to inability to pay.","['English', 'Spanish']",Sliding Scale,TRUE,https://www.facebook.com/EsperanzaHealthCenter,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9961678,-75.139534,19133,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed,3.7,Mental Health
PeerNet Philadelphia (Mental Health Partnerships),https://www.auntbertha.com//mental-health-partnerships--philadelphia-pa--peernet-philadelphia/5768252828155904?postal=19131,"['mental health care', 'peer support']",,"['adults 18+', 'mentally incapacitated']",267-507-3470,https://www.mentalhealthpartnerships.org/program-objects/2017/4/12/peer-net,"2709 North Broad Street, Philadelphia, PA 19132","https://www.google.com/maps/?q=2709+North+Broad+Street,+Philadelphia,+PA+19132/","['Must be deemed eligible under CBH managed care and have a serious mental health challenge.', 'Referral form would need to be submitted/completed by a Licensed practitioner of the healing arts (LPHA) once  eligibility is confirmed.']",available,"The Recovery Coach team provides enhanced Peer Support Services on a one to one basis in an effort to assist participants to move forward in their recovery, encourage the use of natural supports and community integration and empower individuals to self- direct their own recovery journey.Services:- Peer Support- Peer Recovery CoachingPlease call or stop by to inquire about our services. There is no cost to qualifying individuals. The referral form can be sent out once the perspective participant or the LPHA requests it.",['English'],Free,TRUE,https://www.facebook.com/pg/mhphope.org,https://www.twitter.com/@MHPHope,"This program covers residents of the following counties: Philadelphia County, PA and Bucks County, PA.",39.9943627,-75.15374,19132,FALSE,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,8:00AM - 4:00PM,Closed,Closed,4,Mental Health
Penn Behavioral Health HUP - Cedar Avenue (Penn Medicine - Hospital of the University of Pennsylvania),https://www.auntbertha.com//penn-medicine---hospital-of-the-university-of-pennsylvania-%2528hup%2529--philadelphia-pa--penn-behavioral-health-hup---cedar-avenue/4619139143696384?postal=19131,"['addiction & recovery', 'residential treatment', 'mental health care']","['group therapy', 'individual counseling', 'mental health evaluation', 'recreation']","['adults 18+', 'all mental health', 'substance dependency', 'dual diagnosis']",215-748-9188,https://www.pennmedicine.org/for-patients-and-visitors/find-a-program-or-service/behavioral-health,"501 South 54th Street, Philadelphia, PA 19143","https://www.google.com/maps/?q=501+South+54th+Street,+Philadelphia,+PA+19143/",[],available,Penn Behavioral Health HUP - Cedar Avenue is a remote location of the Hospital of the University of Pennsylvania.This program provides:- Psychiatric stabilization- Medical evaluation and care- Medication management- Individual and group therapy- Psycho-educational services- Recreational services- Discharge planning- Post-hospitalization referral for treatment- Housing support,['English'],Reduced Cost,TRUE,https://www.facebook.com/MercyHealthPhilly,https://www.twitter.com/@MercyHealthPHL,"This program covers residents of the following counties: Philadelphia County, PA.",39.951998,-75.229538,19143,TRUE,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,2.5,Mental Health
Personal Recovery Services PRS (Project HOME),https://www.auntbertha.com//project-home--philadelphia-pa--personal-recovery-services-%2528prs%2529/6496190498603008?postal=19111,"['mental health care', 'one-on-one support']",,"['adults 18+', 'all mental health']",215-235-31105640,https://www.projecthome.org/locations/helen-brown-community-center-st-elizabeth%E2%80%99s,"1515 Fairmount Ave, Philadelphia, PA 19130","https://www.google.com/maps/place/Project+Home/@39.9674503,-75.1655528,731m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c6c7ebdbb84e53:0x6aa58f0cd3b24635!8m2!3d39.9674503!4d-75.1629779!16s%2Fg%2F11r8nj210?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","['Must choose to participate.', 'Must have presence or history of a serious mental illness', 'Must have impairment(s) in living, learning, working and/or socializing that is a result of mental illness', 'This program helps people who are older than 17 years old.']",available,"Personal Recovery Services (PRS) Program provides services that are commonly known as psychiatric rehabilitation services, which is an evidence-based practice. Our staff assists with:- Developing a specific and individualized plan- One-on-One SupportThe PRS staff member works in relationship with a specific resident, who chooses his or her goals. The emphasis is on personal growth, individual choice, empowerment, and developing strengths and hope that can translate into real success.",['English'],Free,TRUE,https://www.facebook.com/projectHOME/,https://www.twitter.com/@projecthome,"This program covers residents of the following counties: Philadelphia County, PA.",39.9674503,-75.1655528,19130,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,4.5,Mental Health
Philadelphia Autism Center for Excellence PACE (NorthEast Treatment NET Centers),https://www.auntbertha.com//northeast-treatment-%2528net%2529-centers--philadelphia-pa--philadelphia-autism-center-for-excellence-%2528pace%2529/5683432568127488?postal=19104,"['mental health care', 'mental health evaluation', 'understand mental health', 'navigating the system']",,"['young adults', 'teens', 'children', 'developmental disability', 'autism', 'benefit recipients']",215-408-4944,http://netcenters.org/services/behavioral-health/#ffs-tabbed-12,"499 N 5th St, Philadelphia, PA 19123","https://www.google.com/maps/?q=499+N+5th+St,+Philadelphia,+PA+19123/",['This program serves children with autism and their families.'],available,"Philadelphia Autism Center for Excellence (PACE) offers an array of services for children diagnosed with an Autism Spectrum Disorder and their families.Services Include:- Diagnostic Evaluations- Care Level Evalutions- Outpatient Services- Social Skills Groups- Behavioral Consultation- Mobile Therapy- One-On-One Support- Resource Connection- Parent Training We accept those who have City of Philadelphia Medical Assistance Program Coverage (Medicaid). For more information or to make a referral, please contact us via phone.",['English'],Reduced Cost,TRUE,https://www.facebook.com/NorthEastTreatmentCenters,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9608712,-75.1466404,19123,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,0,Mental Health
"Philadelphia Gaming Initiative (Insttitute for the Development of African-American Youth, Inc.)",https://www.auntbertha.com//institute-for-the-development-of-african-american-youth%252C-inc.-%2528idaay%2529--philadelphia-pa--philadelphia-gaming-initiative/5820170162012160?postal=19131,"['counseling', 'community support services', 'recreation', 'navigating the system', 'mentoring', 'one-on-one support', 'peer support', 'youth development']",,"['young adults', 'teens', 'criminal justice history', 'male', 'domestic violence survivors']",215-931-8512,https://idaay.org/program/philadelphia-gaming-initiative,"1001 East Chelten Avenue, Philadelphia, PA 19138","https://www.google.com/maps/?q=1001+East+Chelten+Avenue,+Philadelphia,+PA+19138/","['This program serves minority males who: Have currently involved (track record of involvement) or at-risk of involvement in behaviors that could lead to gun violence (curfew violators, truant, etc.) AND/OR', 'Have sibling(s) who are gun violence victim(s)/perpetrator(s) AND/OR', 'Are victim/perpetrator of bullying or other aggressive assaults AND/OR', 'Are victim/perpetrator of domestic/dating violence AND/OR', 'Are involved/at risk of involvement in the juvenile justice/criminal system AND/OR', 'Residing in the target area. (Germantown, Germantown - Penn Knox, and   Northwest).', 'This program helps people who are 14 to 25 years old.']",available,"Philadelphia Gaming Initiative, a community-based collaborative between the Institute for the Development of the African Youth (IDAAY),  Action for Justice Collective (AFJC), and New Journey CDC,  will incorporate competitive gaming/esports as a redirection strategy coupled with supportive services to improve outcomes for youth identified as at risk of gun violence. This program provides:- Recreation- Life/social skills development- psychoeducational counseling- Restorative justice programming- Community engagement- Career explorationTournaments will be held on alternate Saturdays This initiative is funded by Pennsylvania Commission on Crime and Delinquency (PCCP).",['English'],Free,TRUE,https://www.facebook.com/idaayinc,https://www.twitter.com/@idaayinc,"This program covers residents of the following counties: Philadelphia County, PA.",40.048832,-75.16187,19138,FALSE,4:00PM - 7:30PM,Closed,4:00PM - 7:30PM,Closed,4:00PM - 7:30PM,Closed,Closed,5,Mental Health
Philadelphia Mental Health Non-Emergency Hotline (Community Behavioral Health),https://www.auntbertha.com//community-behavioral-health-%2528cbh%2529--philadelphia-pa--philadelphia-mental-health-non-emergency-hotline/5430451238862848?postal=19111,"['counseling', 'mental health care', 'help hotlines', 'one-on-one support']",,"['adults', 'young adults', 'teens', 'seniors', 'intellectual disability', 'all mental health']",215-685-6440,https://cbhphilly.org/,"801 Market Street, Philadelphia, PA 19107","https://www.google.com/maps/place/801+Market+St,+Philadelphia,+PA+19107/@39.9517607,-75.1566506,732m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c6c8820cc80f69:0x9671ccc13423bbe0!8m2!3d39.9517607!4d-75.1540757!16s%2Fg%2F11csl1bzf7?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D",[],available,Community Behavioral Health offers a mental health non-emergency hotline for Philadelphia County residents.This program provides:- One-on-one support Please call us for services.,"['English', 'Spanish']",Free,TRUE,None,https://www.twitter.com/@PhiladelphiaGov,"This program covers residents of the following counties: Philadelphia County, PA.",39.9517607,-75.1566506,19107,TRUE,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,2.3,Mental Health
Philadelphia Partnership for Resilience PPR (Nationalities Service Center),https://www.auntbertha.com//nationalities-service-center-%2528nsc%2529--philadelphia-pa--philadelphia-partnership-for-resilience-%2528ppr%2529/4923893640069120?postal=19111,"['group therapy', 'navigating the system', 'case management', 'support network', 'support groups', 'advocacy & legal aid', 'citizenship & immigration', 'representation']",,"['all ages', 'immigrants', 'refugees', 'individuals', 'families', 'trauma survivors', 'abuse or neglect survivors', 'domestic violence survivors', 'human trafficking survivors', 'sexual assault survivors']",215-893-8400,https://nscphila.org/ppr,"1216 Arch Street, Philadelphia, PA 19107","https://www.google.com/maps/?q=1216+Arch+Street,+Philadelphia,+PA+19107/",['Must be a survivor of torture in the greater Philadelphia region.'],available,"PPR works with survivors of torture and their families in the greater Philadelphia region to rebuild their lives and heal from the physical and psychological wounds from torture. Torture is defined as “an act committed by a person acting under the color of law specifically intended to inflict severe physical or mental pain of suffering (other than pain or suffering incidental to lawful sanctions) upon another person within his custody or physical control.”

Services NSC offers to survivors include:

- Intensive Case Management to provide access to comprehensive medical care, mental health care, legal aid, and/or social services
- Group Work such as art therapy, educational and support groups, and a human rights-based group
- Free Legal Services (obtaining immigration relief, family reunification, legal work authorization, applying for lawful permanent residency, legal assistance to access public benefits, overcoming domestic violence, and preventing housing displacement and unfair employment practices)

To make a referral, please complete the Screening and Referral Form on our website and email completed forms to Cathy Jeong for an eligibility screening.",['English'],Free,TRUE,https://www.facebook.com/NationalitiesServiceCenter,https://www.twitter.com/@NSCPhila,"This program covers residents of the following counties: Philadelphia County, PA.",39.9538607,-75.1603386,19107,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed,4.4,Mental Health
Philadelphia Senior Centers (NewCourtland Network),https://www.auntbertha.com//newcourtland-network--philadelphia-pa--philadelphia-senior-centers/6742937877348352?postal=19131,"['meals', 'nutrition education', 'transportation for healthcare', 'health education', 'understand mental health', 'primary care', 'community support services', 'recreation']",,"['seniors', 'individuals']",215-546-5879,https://www.newcourtland.org/senior-centers/,"1900 West Allegheny Avenue, Philadelphia, PA 19132","https://www.google.com/maps/?q=1900+West+Allegheny+Avenue,+Philadelphia,+PA+19132/",['This program helps people who are older than 54 years old.'],available,"NewCourtland Philadelphia Senior Centers provides recreation, group meals, health & wellness education and other supportive services for adults 55 and older.Services can include:- Health Care- Transportation- Nutritional Support- Mental Health Care- Meals- Recreation",['English'],Reduced Cost,TRUE,https://www.facebook.com/NewCourtland/,,"This program covers residents of the following counties: Philadelphia County, PA.",40.002007,-75.160647,19132,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,4.5,Mental Health
Philadelphia Vet Center NE (U.S. Department of Veterans Affairs),https://www.auntbertha.com//u.s.-department-of-veterans-affairs--philadelphia-pa--philadelphia-vet-center-ne/6197440190349312?postal=19104,"['checkup & test', 'counseling', 'family counseling', 'individual counseling', 'navigating the system']",,"['adults', 'young adults', 'teens', 'seniors', 'active duty', 'national guard', 'veterans', 'families', 'trauma survivors', 'sexual assault survivors', 'depression', 'ptsd', 'substance dependency']",215-924-4670,https://www.va.gov/directory/guide/facility.asp?ID=591,"101 East Olney Avenue, Philadelphia, PA 19120","https://www.google.com/maps/?q=101+East+Olney+Avenue,+Philadelphia,+PA+19120/",['This program serves veterans and their families.'],available,"Vet Centers across the country provide a broad range of counseling, outreach, and referral services to combat Veterans and their families. Readjustment counseling is a wide range of psychosocial services offered to eligible Veterans, service members, and their families in the effort to make a successful transition from military to civilian life. Services include:- Individual and group counseling for veterans, service members, and their families- Family counseling for military related issues- Bereavement counseling for families who experience an active duty death- Military sexual trauma counseling and referrals- Substance abuse assessment and referrals- Employment assessment & referrals- VBA benefits explanation and referrals- Screening & referral for medical issues including TBI, depression, etc.If you, or a family member, served in any combat zone and received a military campaign ribbon (Vietnam, Southwest Asia, OEF, OIF, etc.) then both you and your family are eligible for Vet Center services.All services are free of cost and are strictly confidential.",['English'],Free,TRUE,https://www.facebook.com/VeteransAffairs,https://www.twitter.com/@DeptVetAffairs,"This program covers residents of the following counties: Philadelphia County, PA.",40.0370692,-75.119213,19120,FALSE,8:00AM - 4:30PM,8:00AM - 4:30PM,8:00AM - 4:30PM,8:00AM - 4:30PM,8:00AM - 4:30PM,Closed,Closed,4.7,Mental Health
Philly LIFTS (The City of Philadelphia Department of Behavioral Health and Intellectual disAbility Services),https://www.auntbertha.com//the-city-of-philadelphia-department-of-behavioral-health-and-intellectual-disability-services--philadelphia-pa--philly-lifts/4955811242704896?postal=19111,"['addiction & recovery', 'counseling', 'family counseling', 'individual counseling', 'support network', 'support groups']",,"['young adults', 'teens', 'children', 'individuals', 'families', 'substance dependency']",215-776-4406,https://www.phila.gov/programs/substance-use-prevention-and-harm-reduction/our-work/philly-lifts/,"1101 Market Street, Philadelphia, PA 19107","https://www.google.com/maps/?q=1101+Market+Street,+Philadelphia,+PA+19107/","['This program helps people who are 4 to 21 years old.', 'A member of your immediate family must have been diagnosed by a Philadelphia birthing center with Neonatal Abstinence Syndrome (NAS) as a newborn.']",available,"Philly LIFTS provides free short-term counseling to children and teens of families affected by substance use. This counseling service provides up to 12 sessions, virtual or in-person, each lasting roughly 50-60 minutes. This program provides: - Individual counseling- Family counseling- Support group for moms",['English'],Free,TRUE,https://www.facebook.com/phillyhealth,https://www.twitter.com/@PHLPublicHealth,"This program covers residents of the following cities: Philadelphia, PA.",39.9521671,-75.1584143,19107,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,0,Mental Health
PHMC Health Connection (Public Health Management Corporation),https://www.auntbertha.com//public-health-management-corporation-%2528phmc%2529--philadelphia-pa--phmc-health-connection/5673758820925440?postal=19111,"['family planning', 'medical care', 'checkup & test', 'prevent & treat', 'counseling', 'hiv treatment', 'vaccinations', 'mental health care', 'maternity care', 'postnatal care', 'std/sti treatment & prevention']",,"['anyone in need', 'all ages', 'pregnant', 'infectious disease', 'hiv/aids', 'chronic illness', 'diabetes', 'benefit recipients', 'low-income', 'uninsured', 'underinsured', 'mothers', 'all mental health']",855-887-9229,https://www.phmc.org/site/programs/health-care-centers/phmc-health-connection,"1900 North 9th Street, Philadelphia, PA 19122","https://www.google.com/maps/?q=1900+North+9th+Street,+Philadelphia,+PA+19122/",['Anyone can access this program.'],available,"PHMC Health Connection is a nurse-managed health care facility that provides a variety of services to children, teens and adults in the community.Services include:- Health Exams- Mental Health Counseling- Health Education/Counseling- Prenatal care/Childbirth education- Breastfeeding support/Parenting- Family Planning- Immunization Clinics- Nutrition Counseling- Confidential HIV Counseling/TestingWe treatment a variety of health problems such as: - Diabetes- Asthma - Sexually transmitted infections- High blood pressure- Flu, Sore Throats, Ear aches- Scrapes, Cuts, BurnsPHMC Health Connection accepts Medicaid and Medicare, and offers a sliding scale fee based on income to uninsured patients. Services are open to any patient regardless of ability to pay.",['English'],Sliding Scale,TRUE,https://www.facebook.com/publichealthmanagementcorporation/,https://www.twitter.com/https://twitter.com/?@PHMCtweets,"This program covers residents of the following counties: Philadelphia County, PA.",39.9814656,-75.1489288,19122,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 6:00PM,9:00AM - 5:00PM,9:00AM - 1:00PM,Closed,Closed,3.3,Mental Health
Phone Counseling (Women In Transition),https://www.auntbertha.com//women-in-transition-%2528wit%2529--philadelphia-pa--phone-counseling/4832596328972288?postal=19104,"['counseling', 'navigating the system', 'help hotlines', 'one-on-one support']",,"['adults', 'young adults', 'teens', 'seniors', 'female', 'domestic violence survivors', 'sexual assault survivors', 'substance dependency']",215-751-1111,https://www.helpwomen.org/telephone-counseling,"718 Arch Street, Suite 401N, Philadelphia, PA, United States, Pennsylvania","https://www.google.com/maps/place/The+Cast+Iron+Building,+718+Arch+St+Suite+401N,+Philadelphia,+PA+19106/@39.952472,-75.1550138,732m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c6c88227a521af:0xa9d07698c29621af!8m2!3d39.952472!4d-75.1524389!16s%2Fg%2F11nssv9r87?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D",['This program serves women going through domestic violence and or substance abuse.'],Not specified,"Women in Transition offers phone counseling for women in need of support and to talk through what's going on in their life. They also welcome calls from family members, friends, and third-­party professionals who are concerned about someone in their lives who may be experiencing abuse. This program provides:- Supportive counseling- Resource referrals- Safety planning- Advocacy- Information about domestic violence and/or substance abuseLifeLine counselors are trained, trauma-informed staff and volunteers available to speak to you Monday to Friday, from 9 a.m. to 5 p.m.",['English'],Free,FALSE,https://www.facebook.com/Women-In-Transition-168983453161507/,https://www.twitter.com/@helpwomen,"This program covers residents of the following counties: Philadelphia County, PA.",39.952472,-75.1550138,19106,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed,4.9,Mental Health
Place Of Refuge (Place of Refuge),https://www.auntbertha.com//place-of-refuge--philadelphia-pa--place-of-refuge/4789725290299392?postal=19131,"['counseling', 'mental health evaluation', 'outpatient treatment']",,"['adults', 'young adults', 'teens', 'children', 'seniors', 'grieving', 'low-income', 'uninsured', 'abuse or neglect survivors', 'sexual assault survivors', 'depression', 'anxiety', 'all mental health']",267-909-8550,https://placeofrefuge.net/centerandservices.aspx,"2938 North 5th Street, Philadelphia, PA 19133","https://www.google.com/maps/?q=2938+North+5th+Street,+Philadelphia,+PA+19133/",[],available,"Place of Refuge is a pioneering faith-based not-for-profit behavioral health center designed to provide professional, culturally-sensitive, community-based mental health services to North Philadelphia residents.This program provides:- Individual therapy- Family therapyCounseling can be used to address the following: - Trauma- Depression- Anxiety- Sexual Abuse- GrievingPlace Of Refuge offers a sliding scale for out-of-network clients",['English'],Sliding Scale,TRUE,https://www.facebook.com/RefugioNorthPhilly/,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9960727,-75.139557,19133,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed,5,Mental Health
Pregnancy Testing and Services (Spectrum Health Services),https://www.auntbertha.com//spectrum-health-services--philadelphia-pa--pregnancy-testing-and-services/5689553929895936?postal=19104,"['pregnancy tests', 'counseling', 'sexual and reproductive health', 'womens health', 'fertility', 'family planning', 'sex education']",,"['adults', 'young adults', 'teens', 'seniors', 'female', 'pregnant', 'mothers', 'parents']",215-471-2761,https://www.spectrumhs.org/medical-services/womens-prenatal/,"5201 Haverford Avenue, Philadelphia, PA 19139","https://www.google.com/maps/?q=5201+Haverford+Avenue,+Philadelphia,+PA+19139/",[],available,"Spectrum Health Services offers pregnancy tests, counseling, and other services related to pregnancy options, fertility, prenatal care, and pregnancy loss to women in Pennsylvania County.Services include but are not limited to:- Pregnancy testing- Adoption referrals- Fertility awareness education- Pregnancy planning services- Prenatal services- Postpartum exams-Trained staff to discuss options if you are pregnant- Trained staff to talk with you about early pregnancy loss (miscarriage)SHS offers access to quality health care for patients who do not have insurance or do not have enough insurance through a sliding fee discount program, with discounts available based on your current family size and income. Patients insured by Medicare are eligible for Sliding Fee Discounts to their copayments and deductibles.Please visit our website for a list of documents to bring to your appointment.Our locations do not offer walk-in service at this time, call for Telehealth appointment",['English'],Sliding Scale,TRUE,None,None,"This program covers residents of the following counties: Philadelphia County, PA.",39.9654626,-75.2249795,19139,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 8:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,3.2,Mental Health
Preschool Family Intervention Program PFI (Community Council Health Systems),https://www.auntbertha.com//community-council-health-systems--philadelphia-pa--preschool-family-intervention-program-%2528pfi%2529/5750879852953600?postal=19111,"['specialized therapy', 'mental health care']",['meals'],"['infants', 'children', 'families']",215-473-7033,https://www.cchss.org/child-adolescent-services,"1241 North Taney Street, Philadelphia, PA 19121","https://www.google.com/maps/?q=1241+North+Taney+Street,+Philadelphia,+PA+19121/","['This program helps people who are 2 to 5 years old.', 'Must be a Medical Assistance (MA) or Medicaid recipient.']",available,"Our Preschool Family Intervention program provides high quality early childhood mental health services and therapeutic services to children who are experiencing  significant social, emotional and behavioral challenges which could adversely affect their success in a regular preschool or day care setting. Service:- Preschool interventionWe receive Medical Assistance (MA). This PFI is funded by Community Behavioral Health (CBH) as children needs to be approved before starting services. The children are also provided with a hot breakfast and lunch daily. Services are also provided at home and in the community as needed.",['English'],Reduced Cost,TRUE,https://www.facebook.com/CCHSS/,https://www.twitter.com/@cchs_pa,"This program covers residents of the following counties: Philadelphia County, PA.",39.9750155,-75.1790584,19121,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,3.7,Mental Health
Prevention/Recovery Support Services (Gaudenzia),https://www.auntbertha.com//gaudenzia--philadelphia-pa--prevention-recovery-support-services/4692155605712896?postal=19111,"['addiction & recovery', 'substance abuse counseling', 'mental health care', 'support network', 'one-on-one support', 'peer support', 'support groups']",,"['all ages', 'individuals', 'families', 'benefit recipients', 'caregivers', 'all mental health', 'substance dependency']",833-976-4357,https://www.gaudenzia.org/about/types-of-care/#withdrawal,"2721 North 5th Street, Philadelphia, PA 19133","https://www.google.com/maps/?q=2721+North+5th+Street,+Philadelphia,+PA+19133/",[],available,"Prevention/Recovery Support Services are available to give support to individuals in recovery and their families. The program also provides Substance Use Disorder prevention and education.Service provided:- Recovery support services- Prevention educationGaudenzia services are available to everyone, regardless of insurance. They also accept Medicaid and Medicare.",['English'],Reduced Cost,TRUE,https://www.facebook.com/gaudenziaorg/,https://www.twitter.com/@Gaudenzia,This program covers residents of the following states: PA.,39.9926895,-75.1397847,19133,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,0,Mental Health
Primary Care (Family Practice & Counseling Network),https://www.auntbertha.com//family-practice-%2526-counseling-network-%2528fpcn%2529--philadelphia-pa--primary-care/5939607851237376?postal=19131,"['health education', 'family planning', 'medical care', 'primary care', 'checkup & test', 'prevent & treat', 'counseling', 'postnatal care', 'birth control']",,"['all ages', 'benefit recipients', 'low-income', 'uninsured', 'underinsured']",215-727-4721,https://www.fpcn.com/services/primary-care/,"807 North 48th Street, Philadelphia, PA 19139","https://www.google.com/maps/?q=807+North+48th+Street,+Philadelphia,+PA+19139/",[],available,"FPCN’s Nurse Practitioners and other Primary Care staff provide patient-centered care, including medical care for pediatrics, adolescents, adults, and older adults.  Services provided include:- Well child exams- Physicals- Immunizations- Health screenings - Family planning- Gynecology, prenatal, and postpartum care for women- Referrals to specialty treatment as necessaryPrimary Care staff offer age-appropriate counseling and education in areas including but not limited to: - Pregnancy- Parenting- Behavioral health- Weight management- Nutrition- Diabetes- Sexually transmitted infections- Tobacco and substance useMedicare, Medicaid, and most major insurances are accepted. For those without insurance, services are offered on a sliding scale.",['English'],Sliding Scale,TRUE,https://www.facebook.com/TheFamilyPracticeandCounselingNetwork/,,"This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA.",39.9670062,-75.215682,19139,FALSE,8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 12:00PM,Closed,0,Mental Health
